Name,Price,Category,Color,Size,Rating,Reviews,URL,Image URL,Product Number
GNABBAS 그나바스,"14,900",바구니,No Color,32x35x32 cm,4.8,5,https://www.ikea.com/kr/ko/p/gnabbas-basket-40400317/,https://www.ikea.com/kr/ko/images/products/gnabbas-basket__0713076_pe729180_s5.jpg?f=s,40400317
REJSA 레이사,"24,900",수납함, 그레이그린/메탈,32x35x32 cm,No Review,No Review,https://www.ikea.com/kr/ko/p/rejsa-box-grey-green-metal-10457796/,https://www.ikea.com/kr/ko/images/products/rejsa-box-grey-green-metal__0812518_pe772036_s5.jpg?f=s,10457796
BULLIG 불리그,"24,900",수납함, 대나무/브라운,32x35x33 cm,4.7,3,https://www.ikea.com/kr/ko/p/bullig-box-bamboo-brown-10474593/,https://www.ikea.com/kr/ko/images/products/bullig-box-bamboo-brown__0913363_pe783469_s5.jpg?f=s,10474593
DRÖNJÖNS 드뢰니엔스,"12,900",수납상자, 라이트그린그레이,33x37x33 cm,3,1,https://www.ikea.com/kr/ko/p/droenjoens-storage-box-light-green-grey-20515499/,https://www.ikea.com/kr/ko/images/products/droenjoens-storage-box-light-green-grey__1029019_pe835623_s5.jpg?f=s,20515499
TJENA 셰나,"8,900",수납상자+뚜껑, 화이트,32x35x32 cm,4.6,39,https://www.ikea.com/kr/ko/p/tjena-storage-box-with-lid-white-60469301/,https://www.ikea.com/kr/ko/images/products/tjena-storage-box-with-lid-white__0812710_pe772101_s5.jpg?f=s,60469301
KVARNVIK 크바른비크,"22,900",수납상자+뚜껑, 베이지,32x35x32 cm,4.2,6,https://www.ikea.com/kr/ko/p/kvarnvik-storage-box-with-lid-beige-50459487/,https://www.ikea.com/kr/ko/images/products/kvarnvik-storage-box-with-lid-beige__0802182_pe768397_s5.jpg?f=s,50459487
TJILLEVIPS 실레빕스,"14,900",바구니, 황마,30x30x35 cm,5,2,https://www.ikea.com/kr/ko/p/tjillevips-basket-jute-60439521/,https://www.ikea.com/kr/ko/images/products/tjillevips-basket-jute__0789302_pe763929_s5.jpg?f=s,60439521
DRÖNA 드뢰나,"5,900",수납함, 화이트,33x38x33 cm,4.6,57,https://www.ikea.com/kr/ko/p/droena-box-white-70262828/,https://www.ikea.com/kr/ko/images/products/droena-box-white__0713066_pe729170_s5.jpg?f=s,70262828
KNIPSA 크닙사,"29,900",바구니, 해초,32x33x32 cm,4.5,4,https://www.ikea.com/kr/ko/p/knipsa-basket-seagrass-90173299/,https://www.ikea.com/kr/ko/images/products/knipsa-basket-seagrass__0713061_pe729165_s5.jpg?f=s,90173299
HYLLIS 휠리스,"19,000",선반유닛, 실내외겸용,60x27x74 cm,4.4,562,https://www.ikea.com/kr/ko/p/hyllis-shelving-unit-in-outdoor-10428327/,https://www.ikea.com/kr/ko/images/products/hyllis-shelving-unit-in-outdoor__0639121_pe704408_s5.jpg?f=s,10428327
BAGGEBO 바게보,"27,000",도어수납장, 화이트,50x30x80 cm,4.4,9,https://www.ikea.com/kr/ko/p/baggebo-cabinet-with-door-white-70483882/,https://www.ikea.com/kr/ko/images/products/baggebo-cabinet-with-door-white__1016757_pe830615_s5.jpg?f=s,70483882
LERBERG 레르베리,"19,900",선반유닛, 화이트,60x148 cm,4.7,559,https://www.ikea.com/kr/ko/p/lerberg-shelf-unit-white-60168529/,https://www.ikea.com/kr/ko/images/products/lerberg-shelf-unit-white__0096350_pe235920_s5.jpg?f=s,60168529
BAGGEBO 바게보,"30,000",선반유닛, 메탈/화이트,60x25x116 cm,4.7,12,https://www.ikea.com/kr/ko/p/baggebo-shelving-unit-metal-white-60483873/,https://www.ikea.com/kr/ko/images/products/baggebo-shelving-unit-metal-white__0981562_pe815396_s5.jpg?f=s,60483873
BAGGEBO 바게보,"28,000",책장, 화이트,50x25x160 cm,4.7,11,https://www.ikea.com/kr/ko/p/baggebo-bookcase-white-10483880/,https://www.ikea.com/kr/ko/images/products/baggebo-bookcase-white__0981552_pe815388_s5.jpg?f=s,10483880
VESKEN 베스켄,"15,000",선반유닛, 화이트,36x23x100 cm,4.4,83,https://www.ikea.com/kr/ko/p/vesken-shelf-unit-white-20307867/,https://www.ikea.com/kr/ko/images/products/vesken-shelf-unit-white__0419316_pe576206_s5.jpg?f=s,20307867
JONAXEL 요낙셀,"40,000",선반유닛, 화이트,50x51x70 cm,4.3,8,https://www.ikea.com/kr/ko/p/jonaxel-shelving-unit-white-60431313/,https://www.ikea.com/kr/ko/images/products/jonaxel-shelving-unit-white__0678063_pe719175_s5.jpg?f=s,60431313
JONAXEL 요낙셀,"60,000",선반유닛, 화이트,80x38x160 cm,4.7,33,https://www.ikea.com/kr/ko/p/jonaxel-shelving-unit-white-70431317/,https://www.ikea.com/kr/ko/images/products/jonaxel-shelving-unit-white__0678052_pe719167_s5.jpg?f=s,70431317
LAIVA 라이바,"30,000",책장, 블랙브라운,62x165 cm,4.5,232,https://www.ikea.com/kr/ko/p/laiva-bookcase-black-brown-20178592/,https://www.ikea.com/kr/ko/images/products/laiva-bookcase-black-brown__0644278_pe702556_s5.jpg?f=s,20178592
LERBERG 레르베리,"13,000",선반유닛, 화이트,60x70 cm,4.6,95,https://www.ikea.com/kr/ko/p/lerberg-shelf-unit-white-70315935/,https://www.ikea.com/kr/ko/images/products/lerberg-shelf-unit-white__0398686_pe563619_s5.jpg?f=s,70315935
FJÄLKINGE 피엘킹에,"179,000",선반유닛, 화이트,118x193 cm,4.8,17,https://www.ikea.com/kr/ko/p/fjaelkinge-shelving-unit-white-70221687/,https://www.ikea.com/kr/ko/images/products/fjaelkinge-shelving-unit-white__0644252_pe702505_s5.jpg?f=s,70221687
KALLAX 칼락스,"99,900",선반유닛, 화이트,77x147 cm,4.7,70,https://www.ikea.com/kr/ko/p/kallax-shelving-unit-white-20351884/,https://www.ikea.com/kr/ko/images/products/kallax-shelving-unit-white__0644757_pe702939_s5.jpg?f=s,20351884
BILLY 빌리,"215,700",책장 콤비네이션/코너 솔루션, 화이트,95/95x28x202 cm,No Review,No Review,https://www.ikea.com/kr/ko/p/billy-bookcase-combination-crnr-solution-white-s89395946/,https://www.ikea.com/kr/ko/images/products/billy-bookcase-combination-crnr-solution-white__0979439_pe814538_s5.jpg?f=s,89395946
LERBERG 레르베리,"16,900",선반유닛, 화이트,35x148 cm,4.7,72,https://www.ikea.com/kr/ko/p/lerberg-shelf-unit-white-00168527/,https://www.ikea.com/kr/ko/images/products/lerberg-shelf-unit-white__0096352_pe235922_s5.jpg?f=s,00168527
OMAR 오마르,"44,900",선반유닛, 아연도금,92x36x94 cm,4.6,27,https://www.ikea.com/kr/ko/p/omar-shelving-unit-galvanised-00167207/,https://www.ikea.com/kr/ko/images/products/omar-shelving-unit-galvanised__0650980_pe706616_s5.jpg?f=s,00167207
KALLAX 칼락스,"69,900",선반유닛, 화이트,42x147 cm,4.9,16,https://www.ikea.com/kr/ko/p/kallax-shelving-unit-white-40351883/,https://www.ikea.com/kr/ko/images/products/kallax-shelving-unit-white__0627095_pe693171_s5.jpg?f=s,40351883
EKENABBEN 에케나벤,"79,900",오픈 선반유닛, 사시나무/화이트,70x34x154 cm,5,4,https://www.ikea.com/kr/ko/p/ekenabben-open-shelving-unit-aspen-white-60487814/,https://www.ikea.com/kr/ko/images/products/ekenabben-open-shelving-unit-aspen-white__1029351_pe835758_s5.jpg?f=s,60487814
EKET 에케트,"290,000",벽수납콤비네이션, 화이트,175x25x70 cm,4,1,https://www.ikea.com/kr/ko/p/eket-wall-mounted-cabinet-combination-white-s39189213/,https://www.ikea.com/kr/ko/images/products/eket-wall-mounted-cabinet-combination-white__0652726_pe707632_s5.jpg?f=s,39189213
HYLLIS 휠리스,"63,000",실내외선반유닛,No Color,180x27x74-140 cm,5,2,https://www.ikea.com/kr/ko/p/hyllis-shelving-unit-in-outdoor-s19318032/,https://www.ikea.com/kr/ko/images/products/hyllis-shelving-unit-in-outdoor__0661297_pe712592_s5.jpg?f=s,19318032
BILLY 빌리,"69,900",책장, 화이트,40x28x202 cm,4.7,66,https://www.ikea.com/kr/ko/p/billy-bookcase-white-40351543/,https://www.ikea.com/kr/ko/images/products/billy-bookcase-white__0644260_pe702536_s5.jpg?f=s,40351543
BILLY 빌리 / MORLIDEN 몰리덴,"89,900",책장+유리도어, 화이트스테인 참나무 무늬목/유리,40x30x106 cm,3.3,3,https://www.ikea.com/kr/ko/p/billy-morliden-bookcase-with-glass-door-white-stained-oak-veneer-glass-s39287384/,https://www.ikea.com/kr/ko/images/products/billy-morliden-bookcase-with-glass-door-white-stained-oak-veneer-glass__0667928_pe714174_s5.jpg?f=s,39287384
BILLY 빌리,"179,700",책장, 화이트,240x28x106 cm,4.5,6,https://www.ikea.com/kr/ko/p/billy-bookcase-white-s79184478/,https://www.ikea.com/kr/ko/images/products/billy-bookcase-white__0644497_pe702733_s5.jpg?f=s,79184478
LACK 라크,"99,900",벽선반유닛, 화이트,30x190 cm,5,8,https://www.ikea.com/kr/ko/p/lack-wall-shelf-unit-white-40282187/,https://www.ikea.com/kr/ko/images/products/lack-wall-shelf-unit-white__0246565_pe385541_s5.jpg?f=s,40282187
BAGGEBO 바게보,"20,000",책장, 화이트,50x30x80 cm,4.3,18,https://www.ikea.com/kr/ko/p/baggebo-bookcase-white-10483875/,https://www.ikea.com/kr/ko/images/products/baggebo-bookcase-white__1018918_pe831218_s5.jpg?f=s,10483875
BOAXEL 보악셀,"73,000",옷장콤비네이션, 화이트,62x40x201 cm,No Review,No Review,https://www.ikea.com/kr/ko/p/boaxel-wardrobe-combination-white-s09332364/,https://www.ikea.com/kr/ko/images/products/boaxel-wardrobe-combination-white__0825144_pe776305_s5.jpg?f=s,09332364
KALLAX 칼락스,"49,900",선반유닛, 화이트,77x77 cm,4.7,64,https://www.ikea.com/kr/ko/p/kallax-shelving-unit-white-70351886/,https://www.ikea.com/kr/ko/images/products/kallax-shelving-unit-white__0644753_pe702937_s5.jpg?f=s,70351886
KOLBJÖRN 콜비에른,"109,000",수납장, 실내외겸용,80x81 cm,4.1,7,https://www.ikea.com/kr/ko/p/kolbjoern-cabinet-in-outdoor-beige-50409299/,https://www.ikea.com/kr/ko/images/products/kolbjoern-cabinet-in-outdoor-beige__0664606_pe718444_s5.jpg?f=s,50409299
TROTTEN 트로텐,"119,000",도어수납장, 화이트,70x110 cm,4,1,https://www.ikea.com/kr/ko/p/trotten-cabinet-with-doors-white-90474773/,https://www.ikea.com/kr/ko/images/products/trotten-cabinet-with-doors-white__1007247_pe825962_s5.jpg?f=s,90474773
BILLY 빌리,"39,900",책장, 화이트,40x28x106 cm,4.7,29,https://www.ikea.com/kr/ko/p/billy-bookcase-white-60351542/,https://www.ikea.com/kr/ko/images/products/billy-bookcase-white__0627110_pe693186_s5.jpg?f=s,60351542
FLYSTA 플뤼스타,"69,900",선반유닛, 화이트,69x132 cm,4.4,5,https://www.ikea.com/kr/ko/p/flysta-shelving-unit-white-10378006/,https://www.ikea.com/kr/ko/images/products/flysta-shelving-unit-white__0521628_pe642869_s5.jpg?f=s,10378006
