Name,Price,Category,Color,,Size,Rating,Reviews,URL,Image URL,Product Number
BARLAST 발라스트,15000,플로어스탠드, 블랙/화이트,블랙,150 cm,4.3,3,https://www.ikea.com/kr/ko/p/barlast-floor-lamp-black-white-10437812/,https://www.ikea.com/kr/ko/images/products/barlast-floor-lamp-black-white__0957676_pe805130_s5.jpg?f=s,10437812
LERSTA 레르스타,24900,플로어스탠드/독서등, 알루미늄,0,No Size,4.6,255,https://www.ikea.com/kr/ko/p/lersta-floor-reading-lamp-aluminium-20284248/,https://www.ikea.com/kr/ko/images/products/lersta-floor-reading-lamp-aluminium__0606034_pe681992_s5.jpg?f=s,20284248
BARLAST 발라스트,5000,탁상스탠드, 블랙/화이트,블랙,31 cm,No Review,No Review,https://www.ikea.com/kr/ko/p/barlast-table-lamp-black-white-10504566/,https://www.ikea.com/kr/ko/images/products/barlast-table-lamp-black-white__1032422_pe836908_s5.jpg?f=s,10504566
STRÅLA 스트롤라,10000,선전등, 화이트,0,4 m,4.8,5,https://www.ikea.com/kr/ko/p/strala-cord-set-white-40366945/,https://www.ikea.com/kr/ko/images/products/strala-cord-set-white__0577029_pe668478_s5.jpg?f=s,40366945
FADO 파도,24900,탁상스탠드, 화이트,0,25 cm,4.9,17,https://www.ikea.com/kr/ko/p/fado-table-lamp-white-30283899/,https://www.ikea.com/kr/ko/images/products/fado-table-lamp-white__0606976_pe682645_s5.jpg?f=s,30283899
DEJSA 데이사,49900,탁상스탠드, 베이지/오팔 화이트 유리,화이트,28 cm,5,9,https://www.ikea.com/kr/ko/p/dejsa-table-lamp-beige-opal-white-glass-20404991/,https://www.ikea.com/kr/ko/images/products/dejsa-table-lamp-beige-opal-white-glass__0967540_pe810183_s5.jpg?f=s,20404991
LERSTA 레르스타,24900,플로어스탠드/독서등, 화이트,0,No Size,4.6,33,https://www.ikea.com/kr/ko/p/lersta-floor-reading-lamp-white-70443947/,https://www.ikea.com/kr/ko/images/products/lersta-floor-reading-lamp-white__0728873_pe736563_s5.jpg?f=s,70443947
ISJAKT 이샥트,129000,LED상향식플로어스탠드/독서등, 밝기조절/니켈 도금,0,180 cm,5,1,https://www.ikea.com/kr/ko/p/isjakt-led-floor-uplighter-reading-lamp-dimmable-nickel-plated-90459715/,https://www.ikea.com/kr/ko/images/products/isjakt-led-floor-uplighter-reading-lamp-dimmable-nickel-plated__1006753_pe825819_s5.jpg?f=s,90459715
HEKTOGRAM 헥토그람,29900,상향식플로어스탠드, 실버/화이트,0,No Size,4.8,13,https://www.ikea.com/kr/ko/p/hektogram-floor-uplighter-silver-colour-white-40477731/,https://www.ikea.com/kr/ko/images/products/hektogram-floor-uplighter-silver-colour-white__0941175_pe795353_s5.jpg?f=s,40477731
MOLGAN 몰간,6000,LED조명, 화이트/배터리식,화이트,No Size,4.3,22,https://www.ikea.com/kr/ko/p/molgan-led-lighting-white-battery-operated-80307591/,https://www.ikea.com/kr/ko/images/products/molgan-led-lighting-white-battery-operated__0609826_pe684648_s5.jpg?f=s,80307591
TERTIAL 테르티알,24900,독서등, 화이트,0,No Size,4.8,34,https://www.ikea.com/kr/ko/p/tertial-work-lamp-white-60355724/,https://www.ikea.com/kr/ko/images/products/tertial-work-lamp-white__0609308_pe684439_s5.jpg?f=s,60355724
SVALLET 스발레트,7000,독서등, 다크그레이/화이트,블랙,No Size,4.1,24,https://www.ikea.com/kr/ko/p/svallet-work-lamp-dark-grey-white-00358495/,https://www.ikea.com/kr/ko/images/products/svallet-work-lamp-dark-grey-white__0703502_pe724751_s5.jpg?f=s,358495
TÅGARP 토가르프,25000,상향식플로어스탠드/독서등, 블랙/화이트,블랙,No Size,4.5,2,https://www.ikea.com/kr/ko/p/tagarp-floor-uplighter-reading-lamp-black-white-00486394/,https://www.ikea.com/kr/ko/images/products/tagarp-floor-uplighter-reading-lamp-black-white__0965083_pe809330_s5.jpg?f=s,486394
B_JA 뵈야,39900,탁상스탠드, 대나무/핸드메이드,우드,No Size,4.7,34,https://www.ikea.com/kr/ko/p/boeja-table-lamp-bamboo-handmade-50283898/,https://www.ikea.com/kr/ko/images/products/boeja-table-lamp-bamboo-handmade__0606973_pe682643_s5.jpg?f=s,50283898
ÅRSTID 오르스티드,49900,플로어스탠드, 황동/화이트,0,No Size,4.8,52,https://www.ikea.com/kr/ko/p/arstid-floor-lamp-brass-white-80321323/,https://www.ikea.com/kr/ko/images/products/arstid-floor-lamp-brass-white__0390610_pe566328_s5.jpg?f=s,80321323
N_VLINGE 네블링에,24900,LED집게형조명, 화이트,0,No Size,4.4,9,https://www.ikea.com/kr/ko/p/naevlinge-led-clamp-spotlight-white-50449894/,https://www.ikea.com/kr/ko/images/products/naevlinge-led-clamp-spotlight-white__0710474_pe727575_s5.jpg?f=s,50449894
KRUX 크룩스,39900,LED작업등, 옐로,0,No Size,4.5,2,https://www.ikea.com/kr/ko/p/krux-led-work-lamp-yellow-10429954/,https://www.ikea.com/kr/ko/images/products/krux-led-work-lamp-yellow__0540967_pe653372_s5.jpg?f=s,10429954
ÅRSTID 오르스티드,29900,탁상스탠드, 황동/화이트,0,No Size,4.7,63,https://www.ikea.com/kr/ko/p/arstid-table-lamp-brass-white-00321379/,https://www.ikea.com/kr/ko/images/products/arstid-table-lamp-brass-white__0609329_pe684454_s5.jpg?f=s,321379
T_RNABY 테르나뷔,24900,탁상스탠드, 베이지,화이트,25 cm,4.6,14,https://www.ikea.com/kr/ko/p/taernaby-table-lamp-beige-30508078/,https://www.ikea.com/kr/ko/images/products/taernaby-table-lamp-beige__1016210_pe830263_s5.jpg?f=s,30508078
FORSÅ 포르소,29900,독서등, 니켈 도금,0,No Size,4.6,55,https://www.ikea.com/kr/ko/p/forsa-work-lamp-nickel-plated-50283916/,https://www.ikea.com/kr/ko/images/products/forsa-work-lamp-nickel-plated__0609296_pe684433_s5.jpg?f=s,50283916
KRYSSMAST 크뤼스마스트,45000,플로어스탠드본체, 황동 도금,0,No Size,5,6,https://www.ikea.com/kr/ko/p/kryssmast-floor-lamp-base-brass-plated-50405705/,https://www.ikea.com/kr/ko/images/products/kryssmast-floor-lamp-base-brass-plated__0716068_pe730682_s5.jpg?f=s,50405705
STOCKHOLM 2017 스톡홀름 2017,99900,탁상스탠드, 크롬도금,0,No Size,4.7,6,https://www.ikea.com/kr/ko/p/stockholm-2017-table-lamp-chrome-plated-60345594/,https://www.ikea.com/kr/ko/images/products/stockholm-2017-table-lamp-chrome-plated__0610420_pe684947_s5.jpg?f=s,60345594
FADO 파도,19900,탁상스탠드, 화이트,0,17 cm,4.4,5,https://www.ikea.com/kr/ko/p/fado-table-lamp-white-40455442/,https://www.ikea.com/kr/ko/images/products/fado-table-lamp-white__0744440_pe743266_s5.jpg?f=s,40455442
LAMPAN 람판,7000,탁상스탠드, 화이트,0,29 cm,4.7,35,https://www.ikea.com/kr/ko/p/lampan-table-lamp-white-10284244/,https://www.ikea.com/kr/ko/images/products/lampan-table-lamp-white__0609346_pe684467_s5.jpg?f=s,10284244
NYMÅNE 뉘모네,39900,고정형 벽부착/독서등, 화이트,0,No Size,3,2,https://www.ikea.com/kr/ko/p/nymane-wall-reading-lamp-wired-in-inst-white-40356994/,https://www.ikea.com/kr/ko/images/products/nymane-wall-reading-lamp-wired-in-inst-white__0556021_pe660379_s5.jpg?f=s,40356994
HYBY 휘뷔,19900,천장등, 화이트,0,No Size,5,1,https://www.ikea.com/kr/ko/p/hyby-ceiling-lamp-white-90347394/,https://www.ikea.com/kr/ko/images/products/hyby-ceiling-lamp-white__0607749_pe683178_s5.jpg?f=s,90347394
SOLSKUR 솔스쿠르,29000,LED 탁상스탠드, 화이트/황동색,0,No Size,5,5,https://www.ikea.com/kr/ko/p/solskur-led-table-lamp-white-brass-colour-90440839/,https://www.ikea.com/kr/ko/images/products/solskur-led-table-lamp-white-brass-colour__0780250_pe759848_s5.jpg?f=s,90440839
T_LLBYN 텔뷘,129000,플로어스탠드, 니켈 도금/오팔 화이트 유리,화이트,135 cm,4.6,23,https://www.ikea.com/kr/ko/p/taellbyn-floor-lamp-nickel-plated-opal-white-glass-10437751/,https://www.ikea.com/kr/ko/images/products/taellbyn-floor-lamp-nickel-plated-opal-white-glass__0779117_pe759263_s5.jpg?f=s,10437751
TROSS 트로스,10000,천장트랙조명3등, 화이트,0,No Size,4.8,16,https://www.ikea.com/kr/ko/p/tross-ceiling-track-3-spots-white-90284099/,https://www.ikea.com/kr/ko/images/products/tross-ceiling-track-3-spots-white__0426984_pe582505_s5.jpg?f=s,90284099
EBBARED 에바레드,5000,건전지형집게스폿조명, 화이트,0,No Size,4.7,11,https://www.ikea.com/kr/ko/p/ebbared-battery-operated-clamp-spotlight-white-50445711/,https://www.ikea.com/kr/ko/images/products/ebbared-battery-operated-clamp-spotlight-white__0367766_pe549422_s5.jpg?f=s,50445711
RAMSTA 람스타,3500,LED미니등, 배터리식 화이트,화이트,No Size,3.7,20,https://www.ikea.com/kr/ko/p/ramsta-led-minilamp-battery-operated-white-00428950/,https://www.ikea.com/kr/ko/images/products/ramsta-led-minilamp-battery-operated-white__0504058_pe633082_s5.jpg?f=s,428950
HEKTAR 헥타르,99900,플로어스탠드, 다크그레이,0,No Size,4.4,17,https://www.ikea.com/kr/ko/p/hektar-floor-lamp-dark-grey-10284220/,https://www.ikea.com/kr/ko/images/products/hektar-floor-lamp-dark-grey__0606222_pe682137_s5.jpg?f=s,10284220
AL_NG 알렝,39900,플로어스탠드, 니켈 도금/화이트,화이트,No Size,4.4,20,https://www.ikea.com/kr/ko/p/alaeng-floor-lamp-nickel-plated-white-50283450/,https://www.ikea.com/kr/ko/images/products/alaeng-floor-lamp-nickel-plated-white__25348_pe067538_s5.jpg?f=s,50283450
TOMELILLA 토멜릴라,49900,탁상스탠드, 니켈 도금/화이트,화이트,36 cm,5,2,https://www.ikea.com/kr/ko/p/tomelilla-table-lamp-nickel-plated-white-80464005/,https://www.ikea.com/kr/ko/images/products/tomelilla-table-lamp-nickel-plated-white__0928818_pe789977_s5.jpg?f=s,80464005
RINGSTA 링스타 / SKAFTET 스카프테트,59900,플로어스탠드, 화이트/황동,0,No Size,4,2,https://www.ikea.com/kr/ko/p/ringsta-skaftet-floor-lamp-white-brass-s39387411/,https://www.ikea.com/kr/ko/images/products/ringsta-skaftet-floor-lamp-white-brass__0856894_pe780850_s5.jpg?f=s,39387411
TOLFT 톨프트,39900,독서등, 베이지,화이트,No Size,3.7,3,https://www.ikea.com/kr/ko/p/tolft-work-lamp-beige-40482964/,https://www.ikea.com/kr/ko/images/products/tolft-work-lamp-beige__0820416_pe777926_s5.jpg?f=s,40482964
ÅRSTID 오르스티드,29900,벽부착등, 황동/화이트,0,No Size,5,3,https://www.ikea.com/kr/ko/p/arstid-wall-lamp-brass-white-90321389/,https://www.ikea.com/kr/ko/images/products/arstid-wall-lamp-brass-white__0606626_pe682428_s5.jpg?f=s,90321389
FORSÅ 포르소,79900,플로어스탠드, 블랙,블랙,No Size,4,1,https://www.ikea.com/kr/ko/p/forsa-floor-lamp-black-90465877/,https://www.ikea.com/kr/ko/images/products/forsa-floor-lamp-black__0828153_pe776518_s5.jpg?f=s,90465877
LERGRYN 레르그륀 / SKAFTET 스카프테트,109900,플로어램프 베이스, 아치,0,No Size,No Review,No Review,https://www.ikea.com/kr/ko/p/lergryn-skaftet-floor-lamp-base-arched-beige-black-s89430978/,https://www.ikea.com/kr/ko/images/products/lergryn-skaftet-floor-lamp-base-arched-beige-black__1009540_pe827681_s5.jpg?f=s,89430978
TERTIAL 테르티알,24900,독서등, 베이지,화이트,No Size,4.6,10,https://www.ikea.com/kr/ko/p/tertial-work-lamp-beige-70507736/,https://www.ikea.com/kr/ko/images/products/tertial-work-lamp-beige__0996444_pe822302_s5.jpg?f=s,70507736
STOCKHOLM 2017 스톡홀름 2017,129000,플로어스탠드, 크롬도금,0,No Size,4.5,12,https://www.ikea.com/kr/ko/p/stockholm-2017-floor-lamp-chrome-plated-90345088/,https://www.ikea.com/kr/ko/images/products/stockholm-2017-floor-lamp-chrome-plated__0606045_pe682002_s5.jpg?f=s,90345088
NYMÅNE 뉘모네,99900,플로어스탠드3등, 앤트러싸이트,0,No Size,4.4,5,https://www.ikea.com/kr/ko/p/nymane-floor-lamp-with-3-spot-anthracite-70477739/,https://www.ikea.com/kr/ko/images/products/nymane-floor-lamp-with-3-spot-anthracite__0810830_pe771428_s5.jpg?f=s,70477739
RINGSTA 링스타 / SKAFTET 스카프테트,29900,탁상스탠드, 화이트/황동,0,41 cm,No Review,No Review,https://www.ikea.com/kr/ko/p/ringsta-skaftet-table-lamp-white-brass-s89385693/,https://www.ikea.com/kr/ko/images/products/ringsta-skaftet-table-lamp-white-brass__0856872_pe780843_s5.jpg?f=s,89385693
N_VLINGE 네블링에,24900,LED집게형조명, 블랙,블랙,No Size,4.7,9,https://www.ikea.com/kr/ko/p/naevlinge-led-clamp-spotlight-black-60449884/,https://www.ikea.com/kr/ko/images/products/naevlinge-led-clamp-spotlight-black__0710473_pe727574_s5.jpg?f=s,60449884
GRÅVACKA 그로바카,10000,전구형 선전등, 베이지,화이트,1.8 m,No Review,No Review,https://www.ikea.com/kr/ko/p/gravacka-cord-set-for-bulb-beige-70504931/,https://www.ikea.com/kr/ko/images/products/gravacka-cord-set-for-bulb-beige__0976676_pe813316_s5.jpg?f=s,70504931
MISTERHULT 미스테르훌트,39900,탁상스탠드, 대나무/핸드메이드,우드,36 cm,4,3,https://www.ikea.com/kr/ko/p/misterhult-table-lamp-bamboo-handmade-10437633/,https://www.ikea.com/kr/ko/images/products/misterhult-table-lamp-bamboo-handmade__0789071_pe763807_s5.jpg?f=s,10437633
SKURUP 스쿠루프,89900,플로어스탠드/독서등, 블랙,블랙,No Size,No Review,No Review,https://www.ikea.com/kr/ko/p/skurup-floor-reading-lamp-black-00471123/,https://www.ikea.com/kr/ko/images/products/skurup-floor-reading-lamp-black__0627646_pe693462_s5.jpg?f=s,471123
FADO 파도,24900,탁상스탠드, 그레이,0,25 cm,3.5,8,https://www.ikea.com/kr/ko/p/fado-table-lamp-grey-10356311/,https://www.ikea.com/kr/ko/images/products/fado-table-lamp-grey__0606972_pe682642_s5.jpg?f=s,10356311
ANTIFONI 안티포니,59900,독서등, 니켈 도금,0,No Size,4.5,2,https://www.ikea.com/kr/ko/p/antifoni-work-lamp-nickel-plated-20304741/,https://www.ikea.com/kr/ko/images/products/antifoni-work-lamp-nickel-plated__0609291_pe684429_s5.jpg?f=s,20304741
HEMMA 헴마,5000,선전등, 블랙,블랙,1.8 m,4,5,https://www.ikea.com/kr/ko/p/hemma-cord-set-black-00386592/,https://www.ikea.com/kr/ko/images/products/hemma-cord-set-black__0610596_pe685041_s5.jpg?f=s,386592
T_LLBYN 텔뷘,69900,탁상스탠드, 니켈 도금/오팔 화이트 유리,화이트,40 cm,4.6,10,https://www.ikea.com/kr/ko/p/taellbyn-table-lamp-nickel-plated-opal-white-glass-50437669/,https://www.ikea.com/kr/ko/images/products/taellbyn-table-lamp-nickel-plated-opal-white-glass__0779136_pe759268_s5.jpg?f=s,50437669
TOKABO 토카보,14900,탁상스탠드, 유리 오팔 화이트,0,No Size,5,6,https://www.ikea.com/kr/ko/p/tokabo-table-lamp-glass-opal-white-00358018/,https://www.ikea.com/kr/ko/images/products/tokabo-table-lamp-glass-opal-white__0714489_pe730101_s5.jpg?f=s,358018
SKOTTORP 스코토르프 / SKAFTET 스카프테트,84900,아치형 플로어스탠드, 그레이,0,No Size,No Review,No Review,https://www.ikea.com/kr/ko/p/skottorp-skaftet-floor-lamp-arched-grey-s79387536/,https://www.ikea.com/kr/ko/images/products/skottorp-skaftet-floor-lamp-arched-grey__0856906_pe780899_s5.jpg?f=s,79387536
FADO 파도,19900,탁상스탠드, 그레이,0,17 cm,3.6,5,https://www.ikea.com/kr/ko/p/fado-table-lamp-grey-90434027/,https://www.ikea.com/kr/ko/images/products/fado-table-lamp-grey__0767141_pe754008_s5.jpg?f=s,90434027
SKYMNINGEN 쉼닝엔,99900,펜던트등, 화이트,0,No Size,5,6,https://www.ikea.com/kr/ko/p/skymningen-pendant-lamp-white-60425816/,https://www.ikea.com/kr/ko/images/products/skymningen-pendant-lamp-white__0646186_pe704010_s5.jpg?f=s,60425816
SKAFTET 스카프테트,40000,플로어스탠드본체, 블랙,블랙,No Size,4,1,https://www.ikea.com/kr/ko/p/skaftet-floor-lamp-base-black-20412905/,https://www.ikea.com/kr/ko/images/products/skaftet-floor-lamp-base-black__0663951_pe712557_s5.jpg?f=s,20412905
RAMSELE 람셀레,69900,펜던트등, 꽃/화이트,화이트,43 cm,5,3,https://www.ikea.com/kr/ko/p/ramsele-pendant-lamp-flower-white-90407104/,https://www.ikea.com/kr/ko/images/products/ramsele-pendant-lamp-flower-white__0743946_pe743537_s5.jpg?f=s,90407104
SAXHYTTAN 삭스휘탄,29900,탁상스탠드, 베이지/블랙,블랙,26 cm,No Review,No Review,https://www.ikea.com/kr/ko/p/saxhyttan-table-lamp-beige-black-10504991/,https://www.ikea.com/kr/ko/images/products/saxhyttan-table-lamp-beige-black__0984125_pe816201_s5.jpg?f=s,10504991
T_RNABY 테르나뷔,24900,탁상스탠드, 앤트러싸이트,0,No Size,4.2,19,https://www.ikea.com/kr/ko/p/taernaby-table-lamp-anthracite-80323888/,https://www.ikea.com/kr/ko/images/products/taernaby-table-lamp-anthracite__0591525_pe674188_s5.jpg?f=s,80323888
MARKFROST 마르크프로스트,25000,탁상스탠드, 대리석 블랙,블랙,No Size,5,3,https://www.ikea.com/kr/ko/p/markfrost-table-lamp-marble-black-10484832/,https://www.ikea.com/kr/ko/images/products/markfrost-table-lamp-marble-black__0783961_pe761588_s5.jpg?f=s,10484832
SKOTTORP 스코토르프,9900,전등갓, 라이트그레이,0,33 cm,No Review,No Review,https://www.ikea.com/kr/ko/p/skottorp-lamp-shade-light-grey-10509564/,https://www.ikea.com/kr/ko/images/products/skottorp-lamp-shade-light-grey__0984226_pe816171_s5.jpg?f=s,10509564
MOJNA 모이나,29900,펜던트전등갓, 텍스타일/화이트,0,47 cm,4,2,https://www.ikea.com/kr/ko/p/mojna-pendant-lamp-shade-textile-white-00451865/,https://www.ikea.com/kr/ko/images/products/mojna-pendant-lamp-shade-textile-white__0828648_pe776668_s5.jpg?f=s,451865
NYFORS 뉘포르스,99900,플로어스탠드, 니켈 도금 화이트,화이트,No Size,4.9,13,https://www.ikea.com/kr/ko/p/nyfors-floor-lamp-nickel-plated-white-70303112/,https://www.ikea.com/kr/ko/images/products/nyfors-floor-lamp-nickel-plated-white__0684442_pe721181_s5.jpg?f=s,70303112
SIMRISHAMN 심리스함,79900,각도조절 벽부착등, 크롬도금/오팔 화이트 유리,0,No Size,4.7,3,https://www.ikea.com/kr/ko/p/simrishamn-wall-lamp-with-swing-arm-chrome-plated-opal-white-glass-90439100/,https://www.ikea.com/kr/ko/images/products/simrishamn-wall-lamp-with-swing-arm-chrome-plated-opal-white-glass__0793735_pe765531_s5.jpg?f=s,90439100
VIRRMO 비르모,39900,LED천장등, 니켈 도금,0,36 cm 800 루멘,3,1,https://www.ikea.com/kr/ko/p/virrmo-led-ceiling-lamp-nickel-plated-50455663/,https://www.ikea.com/kr/ko/images/products/virrmo-led-ceiling-lamp-nickel-plated__0950976_pe800848_s5.jpg?f=s,50455663
AR_D 아뢰드,69900,독서등, 앤트러싸이트,0,No Size,4.7,3,https://www.ikea.com/kr/ko/p/aroed-work-lamp-anthracite-50389135/,https://www.ikea.com/kr/ko/images/products/aroed-work-lamp-anthracite__0588932_pe673256_s5.jpg?f=s,50389135
SOLLEFTEÅ 솔레프테오,39900,플로어스탠드, 타원형 화이트,0,No Size,4.7,6,https://www.ikea.com/kr/ko/p/solleftea-floor-lamp-oval-white-70300118/,https://www.ikea.com/kr/ko/images/products/solleftea-floor-lamp-oval-white__0684002_pe720965_s5.jpg?f=s,70300118
REGOLIT 레골리트,14900,펜던트전등갓, 화이트/핸드메이드,화이트,45 cm,5,4,https://www.ikea.com/kr/ko/p/regolit-pendant-lamp-shade-white-handmade-00172789/,https://www.ikea.com/kr/ko/images/products/regolit-pendant-lamp-shade-white-handmade__0331379_pe522998_s5.jpg?f=s,172789
ÅRSTID 오르스티드,49900,플로어스탠드, 니켈 도금/화이트,화이트,No Size,4.8,14,https://www.ikea.com/kr/ko/p/arstid-floor-lamp-nickel-plated-white-10284036/,https://www.ikea.com/kr/ko/images/products/arstid-floor-lamp-nickel-plated-white__0684004_pe720967_s5.jpg?f=s,10284036
SIMRISHAMN 심리스함,69900,탁상스탠드, 크롬도금/오팔 화이트 유리,0,42 cm,5,5,https://www.ikea.com/kr/ko/p/simrishamn-table-lamp-chrome-plated-opal-white-glass-60437683/,https://www.ikea.com/kr/ko/images/products/simrishamn-table-lamp-chrome-plated-opal-white-glass__0789483_pe763998_s5.jpg?f=s,60437683
SINNERLIG 신넬리그,79900,펜던트등, 대나무/핸드메이드,우드,No Size,4.8,5,https://www.ikea.com/kr/ko/p/sinnerlig-pendant-lamp-bamboo-handmade-50342195/,https://www.ikea.com/kr/ko/images/products/sinnerlig-pendant-lamp-bamboo-handmade__0919001_pe786542_s5.jpg?f=s,50342195
SOLBO 솔보,16000,탁상스탠드, 화이트/부엉이,화이트,23 cm,5,4,https://www.ikea.com/kr/ko/p/solbo-table-lamp-white-owl-70325699/,https://www.ikea.com/kr/ko/images/products/solbo-table-lamp-white-owl__0523143_pe643655_s5.jpg?f=s,70325699
VICKLEBY 비클레뷔,19900,플로어스탠드, 화이트/핸드메이드,화이트,136 cm,2,1,https://www.ikea.com/kr/ko/p/vickleby-floor-lamp-white-handmade-60484486/,https://www.ikea.com/kr/ko/images/products/vickleby-floor-lamp-white-handmade__0953644_pe802864_s5.jpg?f=s,60484486
NYMÅNE 뉘모네,49900,고정형 각도조절 벽부착등, 화이트,0,No Size,3,6,https://www.ikea.com/kr/ko/p/nymane-wall-lamp-w-swing-arm-wired-in-white-20357013/,https://www.ikea.com/kr/ko/images/products/nymane-wall-lamp-w-swing-arm-wired-in-white__0556041_pe660482_s5.jpg?f=s,20357013
SN_BYAR 스뇌뷔아르,59900,탁상스탠드, 그레이터쿼이즈 세라믹/그레이,0,52 cm,5,3,https://www.ikea.com/kr/ko/p/snoebyar-table-lamp-grey-turquoise-ceramic-grey-90459843/,https://www.ikea.com/kr/ko/images/products/snoebyar-table-lamp-grey-turquoise-ceramic-grey__0952098_pe801573_s5.jpg?f=s,90459843
ST_TTA 스퇴타,9900,LED집게형스폿조명, 배터리식 화이트,화이트,No Size,3.9,7,https://www.ikea.com/kr/ko/p/stoetta-led-spotlight-and-clamp-battery-operated-white-60307605/,https://www.ikea.com/kr/ko/images/products/stoetta-led-spotlight-and-clamp-battery-operated-white__0606496_pe682379_s5.jpg?f=s,60307605
VIRRMO 비르모,39900,독서등, 니켈 도금,0,54 cm,5,2,https://www.ikea.com/kr/ko/p/virrmo-work-lamp-nickel-plated-40471362/,https://www.ikea.com/kr/ko/images/products/virrmo-work-lamp-nickel-plated__0859444_pe780909_s5.jpg?f=s,40471362
LEDBERG 레드베리,14900,LED라인조명, 화이트,0,No Size,4.7,6,https://www.ikea.com/kr/ko/p/ledberg-led-lighting-strip-white-30430824/,https://www.ikea.com/kr/ko/images/products/ledberg-led-lighting-strip-white__0392132_pe560275_s5.jpg?f=s,30430824
TV_RHAND 트베르한드,29900,탁상스탠드, 블랙/대나무,블랙,No Size,No Review,No Review,https://www.ikea.com/kr/ko/p/tvaerhand-table-lamp-black-bamboo-30518416/,https://www.ikea.com/kr/ko/images/products/tvaerhand-table-lamp-black-bamboo__1027181_pe834780_s5.jpg?f=s,30518416
DEJSA 데이사,79900,펜던트등, 크롬도금/오팔 화이트 유리,0,36 cm,5,1,https://www.ikea.com/kr/ko/p/dejsa-pendant-lamp-chrome-plated-opal-white-glass-80455586/,https://www.ikea.com/kr/ko/images/products/dejsa-pendant-lamp-chrome-plated-opal-white-glass__0967528_pe810179_s5.jpg?f=s,80455586
J_RPLIDEN,69900,펜던트등, 화이트 유리/니켈 도금,0,30 cm,No Review,No Review,https://www.ikea.com/kr/ko/p/jaerpliden-pendant-lamp-white-glass-nickel-plated-30499620/,https://www.ikea.com/kr/ko/images/products/jaerpliden-pendant-lamp-white-glass-nickel-plated__0998174_pe822956_s5.jpg?f=s,30499620
SKAFTET 스카프테트,40000,플로어스탠드본체, 니켈 도금,0,No Size,No Review,No Review,https://www.ikea.com/kr/ko/p/skaftet-floor-lamp-base-nickel-plated-20405537/,https://www.ikea.com/kr/ko/images/products/skaftet-floor-lamp-base-nickel-plated__0663955_pe712559_s5.jpg?f=s,20405537
SIMRISHAMN 심리스함,49900,테이블/벽부착등, 크롬도금/오팔 화이트 유리,0,16 cm,4.7,3,https://www.ikea.com/kr/ko/p/simrishamn-table-wall-lamp-chrome-plated-opal-white-glass-60437800/,https://www.ikea.com/kr/ko/images/products/simrishamn-table-wall-lamp-chrome-plated-opal-white-glass__0789662_pe764089_s5.jpg?f=s,60437800
HEKTAR 헥타르,29900,벽부착/집게형스폿조명 , 다크그레이,0,No Size,4.5,2,https://www.ikea.com/kr/ko/p/hektar-wall-clamp-spotlight-dark-grey-10284319/,https://www.ikea.com/kr/ko/images/products/hektar-wall-clamp-spotlight-dark-grey__0606598_pe682407_s5.jpg?f=s,10284319
NYMÅNE 뉘모네,69900,펜던트등, 앤트러싸이트,0,No Size,4.5,2,https://www.ikea.com/kr/ko/p/nymane-pendant-lamp-anthracite-60407153/,https://www.ikea.com/kr/ko/images/products/nymane-pendant-lamp-anthracite__0607417_pe682967_s5.jpg?f=s,60407153
LÅGTRYCK 록트뤼크,59900,플로어스탠드, 화이트,0,138 cm,No Review,No Review,https://www.ikea.com/kr/ko/p/lagtryck-floor-lamp-white-10513207/,https://www.ikea.com/kr/ko/images/products/lagtryck-floor-lamp-white__1023682_pe833216_s5.jpg?f=s,10513207
SOLKLINT 솔클린트,49900,천장등, 황동/그레이 투명유리,0,27 cm,5,1,https://www.ikea.com/kr/ko/p/solklint-ceiling-lamp-brass-grey-clear-glass-10472037/,https://www.ikea.com/kr/ko/images/products/solklint-ceiling-lamp-brass-grey-clear-glass__0842293_pe778939_s5.jpg?f=s,10472037
VIRRMO 비르모,39900,플로어스탠드/독서등, 니켈 도금,0,145 cm,4.4,5,https://www.ikea.com/kr/ko/p/virrmo-floor-reading-lamp-nickel-plated-70471332/,https://www.ikea.com/kr/ko/images/products/virrmo-floor-reading-lamp-nickel-plated__0859437_pe780906_s5.jpg?f=s,70471332
SIMRISHAMN 심리스함,149000,샹들리에7등, 크롬도금/오팔 화이트 유리,0,No Size,3.5,2,https://www.ikea.com/kr/ko/p/simrishamn-chandelier-7-armed-chrome-plated-opal-white-glass-70451876/,https://www.ikea.com/kr/ko/images/products/simrishamn-chandelier-7-armed-chrome-plated-opal-white-glass__0793467_pe765392_s5.jpg?f=s,70451876
VINDKAST 빈드카스트,49900,펜던트등, 화이트,0,50 cm,5,1,https://www.ikea.com/kr/ko/p/vindkast-pendant-lamp-white-20469119/,https://www.ikea.com/kr/ko/images/products/vindkast-pendant-lamp-white__0805857_pe769703_s5.jpg?f=s,20469119
SVARTNORA 스바르트노라,79900,플로어스탠드, 블랙,블랙,No Size,No Review,No Review,https://www.ikea.com/kr/ko/p/svartnora-floor-lamp-black-30459445/,https://www.ikea.com/kr/ko/images/products/svartnora-floor-lamp-black__0893560_pe782345_s5.jpg?f=s,30459445
